Book Code,Title,Category,Price,Pages
BU1486,Critique of Dialectical Reason,Philosophy,7191.98,1053
PC1487,The Velveteen Rabbit,Speculative fiction,4887.45,5981
TC1488,Executive Orders,Thriller,2594.05,2455
BU1489,Tell England,Fiction,8467.52,5866
PS1490,The Woman Who Did,Fiction,4194.06,2900
TC1491,Au Bonheur des Dames,Novel,2467.11,2311
PC1492,Brideshead Revisited,Fiction,6707.49,3391
PC1493,The Collector,Thriller,5966.05,2959
PC1494,King Solomon's Carpet,Crime Fiction,1951.12,2202
TC1495,Uncle Cleans Up,Speculative fiction,5604.13,10173
PC1496,Planet of the Apes,Science Fiction,6274.76,4879
MC1497,The Small House at Allington,Historical fiction,8197.09,3265
BU1498,Framley Parsonage,Historical fiction,1908.44,8916
PC1499,The Three Musketeers,Speculative fiction,1601.82,10797
BU1500,The Strange Case of Dr Jekyll and Mr Hyde,Science Fiction,7095.20,7436
MC1501,Eminent Victorians,Autobiography,3538.40,7636
PC1502,The Prime of Miss Jean Brodie,Fiction,1925.08,4871
MC1503,Death in the Clouds,Crime Fiction,6776.46,6536
TC1504,The Mysterious Affair at Styles,Crime Fiction,4577.11,11782
BU1505,Sweep,Fantasy,6710.68,7295
PC1506,The Invincible,Science Fiction,5102.85,7792
TC1507,Mrs Dalloway,Fiction,4207.97,8015
PC1508,Principles of Economics,Treatise,4259.38,3062
PS1509,"The Pianist: The Extraordinary True Story of One Man's Survival in Warsaw, 1939-1945",Autobiography,8330.70,4979
BU1510,Sleeping Murder,Crime Fiction,7694.54,9434
PS1511,Battle Royale,Thriller,6370.87,649
TC1512,Crooked House,Crime Fiction,9193.25,7762
TC1513,Joseph Andrews,Chivalric romance,4151.15,5637
PS1514,A Study in Scarlet,Crime Fiction,2396.30,7825
TC1515,Phineas Finn,Fiction,3592.97,4261
PS1516,Cranford,Fiction,3758.23,6580
PS1517,Travels with My Aunt,Speculative fiction,482.19,9608
BU1518,Ann Veronica,Science Fiction,2601.03,6274
PS1519,Little Lord Fauntleroy,Historical fiction,2224.56,10003
PS1520,Humphry Clinker,Epistolary novel,733.54,9015
MC1521,The Lover,Autobiographical novel,4650.03,5256
BU1522,Lorna Doone,Children's literature,3807.42,2340
PC1523,The Sound and the Fury,Gothic fiction,6527.29,2656
MC1524,Phineas Redux,Fiction,2442.66,5821
BU1525,Daniel Deronda,Fiction,1815.26,4798
PC1526,Nine Princes in Amber,Speculative fiction,6554.86,10145
PC1527,The Guns of Avalon,Speculative fiction,7547.55,6445
PS1528,Sign of the Unicorn,Speculative fiction,1642.36,1631
BU1529,The Hand of Oberon,Speculative fiction,5538.49,632
MC1530,The Courts of Chaos,Speculative fiction,540.85,6477
PS1531,Roadmarks,Science Fiction,6131.86,3462
BU1532,Lord of Light,Science Fiction,7436.15,9558
BU1533,The BFG,Children's literature,1402.89,10218
TC1534,The Tommyknockers,Science Fiction,9856.47,7694
BU1535,Journey to the West,Fiction,8513.16,3100
PS1536,253,Science Fiction,7614.99,10490
MC1537,Trainspotting,Travel,656.35,6049
TC1538,The Eustace Diamonds,Fiction,9017.54,10102
PC1539,Anna of the Five Towns,Historical fiction,4365.37,7239
BU1540,Laughing Gas,Comic novel,9830.48,7183
MC1541,Anthem,Psychology,7091.26,2369
PC1542,We,Science Fiction,9304.46,9524
TC1543,Without Remorse,Thriller,9826.90,322
BU1544,The Black Tulip,History,2136.51,2367
PC1545,Cujo,Children's literature,8022.56,10004
PS1546,Human Action,Treatise,2459.58,11737
BU1547,More Joy in Heaven,Fiction,4028.34,1797
PS1548,Lonesome Dove,Fiction,4886.90,409
TC1549,Warring States,Science Fiction,5380.75,305
BU1550,The Practice Effect,Speculative fiction,5099.18,6148
BU1551,The British Museum Is Falling Down,Comic novel,3160.35,4118
MC1552,The History Man,Fiction,7277.62,6338
MC1553,The Turn of the Screw,Horror,2037.64,2976
BU1554,The French Lieutenant's Woman,Historical fiction,6244.59,8823
MC1555,Shadow of the Hegemon,Science Fiction,7441.85,9108
BU1556,Fantastic Beasts and Where to Find Them,Speculative fiction,678.95,5763
PC1557,My Family and Other Animals,Drama,7005.76,11194
MC1558,Prince Caspian,Speculative fiction,9358.39,8561
MC1559,"The Lion, the Witch and the Wardrobe",Speculative fiction,7794.87,9560
TC1560,Primary Colors,Fiction,3761.30,10048
TC1561,The Murder of Roger Ackroyd,Crime Fiction,5642.28,5159
TC1562,The A.B.C. Murders,Crime Fiction,6300.12,3590
PS1563,The Futurological Congress,Science Fiction,6405.74,9358
PC1564,Angela's Ashes,Biography,1491.81,6120
MC1565,Oscar and Lucinda,Historical fiction,576.42,6368
MC1566,From the Earth to the Moon,Science Fiction,5454.81,4994
PS1567,Underworld,Fiction,9679.10,9590
MC1568,The Difference Engine,Science Fiction,6329.16,1950
BU1569,Ethan of Athos,Science Fiction,9501.02,9513
MC1570,The Blind Assassin,Fiction,6744.93,9493
PS1571,Red Harvest,Mystery,7766.90,8225
PS1572,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,Fiction,2559.55,2037
PC1573,Lord Edgware Dies,Crime Fiction,1404.85,924
PC1574,The Mirror Crack'd from Side to Side,Cozy,1576.82,4128
TC1575,Captain Corelli's Mandolin,War novel,5450.52,5639
BU1576,The Hotel New Hampshire,Romance novel,4282.36,1841
TC1577,The Bridge,Novel,3188.72,8603
BU1578,Dhalgren,Science Fiction,8222.44,3901
BU1579,The Scar,Science Fiction,3863.50,3626
PC1580,Harry Potter and the Prisoner of Azkaban,Fantasy,9429.50,9989
MC1581,Cold Comfort Farm,Science Fiction,9191.57,3347
PS1582,Hatter's Castle,Novel,486.90,553
PC1583,Gravity's Rainbow,Science Fiction,7775.60,3800
PS1584,Death in Venice,Gay novel,9921.31,6174
PS1585,Effi Briest,Fiction,3958.14,11716
BU1586,Article 23,Science Fiction,8640.08,4844
PS1587,The Day of the Jackal,Thriller,7197.07,6900
PC1588,Harry Potter and the Goblet of Fire,Speculative fiction,3289.38,10599
PC1589,A Presumption of Death,Crime Fiction,3494.35,3688
PS1590,A Tenured Professor,Satire,3117.55,4705
BU1591,Trumps of Doom,Speculative fiction,5773.03,3929
MC1592,Dream of the Red Chamber,Novel,5670.12,7538
MC1593,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families: Stories from Rwanda,Non-fiction,1655.00,1801
TC1594,Nice Work,Industrial novel,7808.73,8060
PS1595,The Haunted Mask,Children's literature,9784.33,9853
PS1596,The Little Engine That Could,Picture book,3676.65,10745
PS1597,Naked Lunch,Speculative fiction,6590.77,1192
PS1598,Pattern Recognition,Science Fiction,8339.88,5122
MC1599,Desperation,Speculative fiction,8779.24,6328
PS1600,A Gift Upon the Shore,Speculative fiction,8713.92,7550
MC1601,The Chrysalids,Science Fiction,8425.52,5951
PC1602,Who Goes There?,Science Fiction,4911.96,7341
PS1603,Blood of Amber,Speculative fiction,4986.25,5442
PS1604,Sign of Chaos,Speculative fiction,1987.31,3339
PS1605,Porno,Fiction,2609.44,2393
PC1606,Prince of Chaos,Speculative fiction,3272.46,833
MC1607,The Love of the Last Tycoon,Fiction,2872.12,3805
BU1608,Save Me the Waltz,Fiction,8671.81,2811
TC1609,It,Speculative fiction,6801.94,5339
PC1610,The Amazing Maurice and His Educated Rodents,Speculative fiction,7657.02,2285
PC1611,Permutation City,Science Fiction,5105.93,889
MC1612,Quidditch Through the Ages,Speculative fiction,6674.23,7798
PC1613,The Wee Free Men,Speculative fiction,2682.98,8629
PS1614,Strata,Science Fiction,7108.54,2268
BU1615,The Dark Side of the Sun,Science Fiction,5863.58,9416
BU1616,Soul Music,Music,9432.94,8797
PS1617,Bluebeard,Speculative fiction,6037.32,10675
BU1618,Thunderball,Thriller,2305.71,8201
PC1619,The Scarlet Letter,Children's literature,8740.69,2035
TC1620,The G-String Murders,Mystery,9436.75,5216
TC1621,The Blue Lotus,Comic book,6229.76,419
MC1622,Mrs Craddock,Fiction,8330.21,6325
BU1623,Hideous Kinky,Autobiography,2271.67,10657
TC1624,Myra Breckinridge,Satire,897.33,8893
BU1625,Operation Shylock: A Confession,Fiction,9988.57,2022
TC1626,Virginia,Novel,4577.08,2401
TC1627,You Only Live Twice,Spy fiction,5260.05,11302
TC1628,The Stand,Science Fiction,7217.48,11077
BU1629,The Man with the Golden Gun,Spy fiction,3590.08,8602
PS1630,Who Censored Roger Rabbit?,Mystery,5203.47,10308
TC1631,The Magic School Bus at the Waterworks,Children's literature,2184.03,7383
MC1632,The Magic School Bus Lost in the Solar System,Speculative fiction,5051.55,4305
BU1633,The Ugly Duckling,Children's literature,9880.39,7050
PS1634,Walden,Children's literature,649.40,11453
PS1635,Things My Girlfriend and I Have Argued About,Novel,3400.54,728
TC1636,Ring for Jeeves,Fiction,7075.11,4151
PS1637,The Lazarus Effect,Science Fiction,7400.34,5235
TC1638,Oblomov,Fiction,1019.16,3170
TC1639,Diaspora,Science Fiction,1855.47,5788
TC1640,Schild's Ladder,Science Fiction,9055.04,1285
MC1641,Murder on the Links,Crime Fiction,1981.66,3378
PC1642,The Hero with a Thousand Faces,Psychology,1213.17,1034
BU1643,The Years of Rice and Salt,Alternate history,6868.51,6221
MC1644,The Fourth Protocol,Thriller,4088.38,3898
PS1645,Artemis Fowl: The Eternity Code,Children's literature,258.91,11294
PC1646,The Little Mermaid,Children's literature,7048.28,3661
PS1647,The Gods Themselves,Science Fiction,7872.56,9262
MC1648,Charlotte's Web,Speculative fiction,1801.20,10392
TC1649,Howl's Moving Castle,Fantasy,3934.61,9792
MC1650,Joy,Novel,3266.48,9824
TC1651,Breakfast of Champions,Science Fiction,6571.44,3476
PC1652,Mother Night,Science Fiction,9327.39,3329
TC1653,Freedom Evolves,Non-fiction,6455.97,8816
PC1654,Rainbow Six,Thriller,9497.84,1152
PS1655,Jasmine,Fiction,2988.88,2431
BU1656,Far from the Madding Crowd,Novel,1442.93,10105
BU1657,Vineland,Speculative fiction,6926.54,6319
PC1658,Hallowe'en Party,Crime Fiction,2780.58,319
MC1659,Empire of the Sun,Autobiographical novel,4340.92,8778
PC1660,Lies and the Lying Liars Who Tell Them,Fiction,6468.28,7098
PS1661,Maurice,Gay novel,5203.37,2973
TC1662,The Ice Storm,Drama,9232.57,8449
BU1663,Three Comrades,War novel,1349.99,9003
TC1664,The Forever War,Science Fiction,6460.68,6810
BU1665,"Bambi, A Life in the Woods",Children's literature,1629.59,8788
MC1666,Robots and Empire,Science Fiction,4137.95,8710
PS1667,Foundation,Science Fiction,774.13,11796
PC1668,Second Foundation,Science Fiction,9237.58,9804
BU1669,The Vicomte de Bragelonne,History,9349.93,4894
PC1670,Twenty Years After,Historical novel,3646.97,3769
TC1671,Logan's Run,Science Fiction,611.36,11544
PC1672,Girlfriend in a Coma,Fiction,5312.13,2239
MC1673,Schindler's Ark,Biographical novel,1057.45,1992
BU1674,The Sparrow,Science Fiction,7896.03,685
TC1675,Red Rabbit,Thriller,9736.89,8882
PS1676,Family Matters,Fiction,9360.43,6987
PS1677,Sartoris,Novel,1609.91,1147
BU1678,Babbitt,Satire,6774.26,7390
BU1679,Amerika,Speculative fiction,7875.31,9916
MC1680,The Farthest Shore,Science Fiction,4546.41,5549
BU1681,The Quiet American,Speculative fiction,7347.20,11366
TC1682,Noli Me Tangere,Satire,9970.78,9786
PS1683,Feet of Clay,Science Fiction,7659.18,2158
TC1684,The Cask of Amontillado,Horror,4133.37,5429
TC1685,Thursbitch,Speculative fiction,6910.30,5676
TC1686,Ripley's Game,Crime Fiction,7685.82,4045
TC1687,An American Tragedy,Crime Fiction,8800.33,5747
PS1688,General Theory of Employment Interest and Money,Business,2217.14,11431
PS1689,Tintin in America,Comic book,6949.93,2368
PC1690,Christine,Speculative fiction,4967.66,1144
TC1691,Nova Express,Science Fiction,7297.14,858
PS1692,Katar,Science Fiction,9761.36,9040
PS1693,Fiasco,Science Fiction,5864.81,3598
PS1694,As I Lay Dying,Black comedy,6599.57,11083
PC1695,The God of Small Things,Fiction,5333.21,2559
BU1696,Quicksilver,Science Fiction,5818.41,1171
PS1697,The Other Wind,Science Fiction,5575.11,2773
PC1698,The Colour of Magic,Science Fiction,8640.58,1031
PS1699,The Light Fantastic,Science Fiction,4671.12,6425
PC1700,Children of the Atom,Science Fiction,8314.35,3741
MC1701,True Names,Science Fiction,7900.13,297
PS1702,The Postman Always Rings Twice,Crime Fiction,4696.10,1624
PS1703,Siddhartha,Speculative fiction,9894.59,9125
PS1704,Foundation and Empire,Science Fiction,3788.26,3284
PC1705,Equal Rites,Science Fiction,9696.51,7462
PS1706,Guards! Guards!,Science Fiction,7243.70,7137
BU1707,Pyramids,Science Fiction,6661.29,10143
PS1708,The Monkey's Paw,Speculative fiction,4594.93,865
MC1709,The Master and Margarita,Novel,668.05,7440
BU1710,Disgrace,Novel,4353.72,4789
PS1711,The Lords of Discipline,Fiction,437.69,9817
TC1712,Out of the Silent Planet,Science Fiction,3314.55,1533
BU1713,Eric,Science Fiction,9966.60,4343
TC1714,The Sirens of Titan,Black comedy,3287.71,1382
TC1715,Mila 18,Science Fiction,3963.20,4902
TC1716,Freaky Friday,Children's literature,1793.39,5629
BU1717,How Few Remain,Alternate history,2690.98,1266
PS1718,Perelandra,Science Fiction,4690.40,2575
BU1719,Teranesia,Science Fiction,9277.49,4693
BU1720,On the Road,Roman A clef,8968.04,1792
PC1721,Vernon God Little,Fiction,4468.72,11976
BU1722,The Last Hero,Science Fiction,3629.24,6841
MC1723,Vile Bodies,Fiction,8627.64,3601
PC1724,Gilgamesh the King,Speculative fiction,6066.89,4884
BU1725,Roma Eterna,Alternate history,6595.26,7256
TC1726,The Emerald City of Oz,Speculative fiction,6064.31,10466
PS1727,A Door Into Ocean,Science Fiction,5810.23,1878
BU1728,The Robber Bride,Speculative fiction,9965.78,7949
PC1729,Lazarillo de Tormes,Picaresque novel,6990.47,10968
PS1730,The Day of the Locust,Fiction,9663.02,9271
BU1731,On Her Majesty's Secret Service,Spy fiction,467.80,1293
PS1732,The Mote in God's Eye,Science Fiction,7637.61,4155
PS1733,Persuasion,Novel,9549.81,6468
MC1734,Stand on Zanzibar,Science Fiction,6916.40,3402
TC1735,Rubyfruit Jungle,Fiction,6724.06,11585
BU1736,Fallen Dragon,Science Fiction,8833.06,3711
PS1737,Maus,Autobiography,5353.76,3434
PC1738,The Sea-Wolf,Children's literature,2992.36,10573
PS1739,Count Zero,Cyberpunk,9892.61,11466
PS1740,Mona Lisa Overdrive,Cyberpunk,6650.49,7036
BU1741,Tehanu,Science Fiction,3222.69,4851
TC1742,The Missionary Position,Biography,4097.19,6123
PC1743,The Plague Dogs,Speculative fiction,4711.20,10841
MC1744,Moll Flanders,Novel,6266.82,1742
PS1745,Skellig,Children's literature,778.57,1905
MC1746,Diary of an Ordinary Woman,Novel,2730.58,4424
PC1747,The Road to Oz,Speculative fiction,8611.12,11698
MC1748,The Last Battle,Speculative fiction,8840.88,1888
MC1749,After the Funeral,Crime Fiction,5542.73,6219
TC1750,She: A History of Adventure,Adventure novel,963.98,622
PS1751,Burmese Days,Fiction,2645.05,11732
BU1752,A Clergyman's Daughter,Novel,8598.72,5206
BU1753,Star Maker,Scientific romance,4918.58,4337
PS1754,Player Piano,Science Fiction,5231.89,11881
BU1755,The Loved One,Satire,1138.53,9956
PS1756,A Town Like Alice,Fiction,3396.18,7362
MC1757,We the Living,Autobiographical novel,515.63,11543
PS1758,When Harlie Was One,Science Fiction,5309.02,11874
PS1759,The Call of the Wild,Children's literature,6273.82,9964
PS1760,The Soft Machine,Speculative fiction,4536.61,7197
MC1761,Caddie Woodlawn,Children's literature,2025.07,9781
MC1762,The Sun Also Rises,Roman A clef,4536.89,7991
PC1763,Germinal,Novel,3971.47,11894
MC1764,Les Liaisons dangereuses,Epistolary novel,887.58,6026
BU1765,The First Circle,Fiction,2994.48,5655
PC1766,Death Be Not Proud,Non-fiction,3052.33,6668
PS1767,The Golden Age,Hard science fiction,3415.12,4339
MC1768,The Good Soldier Švejk,Black comedy,2082.80,2177
BU1769,Singularity Sky,Science Fiction,1592.12,11961
TC1770,The Perfect Storm,Nature,5976.73,3631
BU1771,The Marvelous Land of Oz,Speculative fiction,6890.74,9175
PS1772,Ozma of Oz,Speculative fiction,3032.67,6753
PS1773,Prey,Science Fiction,1489.61,9795
MC1774,The Tin Woodman of Oz,Speculative fiction,3179.87,918
PS1775,Rocannon's World,Science Fiction,3791.80,9007
TC1776,Always Coming Home,Science Fiction,325.24,9038
PC1777,The Last of the Mohicans,Historical novel,1162.66,2159
PC1778,Dorothy and the Wizard in Oz,Speculative fiction,9679.52,7466
TC1779,Forward the Foundation,Science Fiction,3536.63,2954
PS1780,Ramona,Children's literature,3156.56,3783
MC1781,Tik-Tok of Oz,Speculative fiction,1237.73,1169
PS1782,The Truce at Bakura,Science Fiction,6706.61,9563
TC1783,The Scarecrow of Oz,Speculative fiction,4006.78,764
BU1784,The Genius and the Goddess,Romance novel,1086.62,9424
PS1785,Balance Point,Science Fiction,4656.64,10024
PS1786,The Old Capital,Novel,8495.62,1086
PC1787,Destiny's Way,Science Fiction,944.12,9648
PS1788,Timequake,Autobiographical novel,8504.37,9756
BU1789,The Neverending Story,Science Fiction,4914.77,2067
PC1790,The Chosen,Speculative fiction,9559.22,5506
PC1791,The Campus Murders,Mystery,4937.09,311
BU1792,Rinkitink in Oz,Speculative fiction,2860.62,4626
PS1793,Arrowsmith,Fiction,3399.75,1669
PC1794,The Lost Princess of Oz,Speculative fiction,6205.00,6621
MC1795,The Time Ships,Science Fiction,8280.31,5242
TC1796,Evolution,Science Fiction,8652.74,2005
MC1797,Black Beauty,Children's literature,6768.87,6522
TC1798,A Visit from St. Nicholas,Children's literature,376.72,6801
PS1799,Vector Prime,Science Fiction,5081.36,10174
TC1800,The Thorn Birds,Children's literature,9344.06,9644
TC1801,The Magic of Oz,Speculative fiction,8880.09,314
MC1802,Charlie and the Great Glass Elevator,Science Fiction,7364.48,4977
PS1803,The Inheritors,Novel,9323.55,2659
PS1804,Moving Pictures,Science Fiction,5943.13,8551
BU1805,Glinda of Oz,Speculative fiction,1691.71,10185
TC1806,Walk Two Moons,Children's literature,8682.56,1014
PS1807,"God Bless You, Mr. Rosewater",Speculative fiction,6355.97,5992
PC1808,The Unknown Soldier,War novel,2484.43,1130
PS1809,Main Street,Autobiography,6363.83,10414
PS1810,Misery,Children's literature,6176.49,10409
PC1811,The Monk,Gothic fiction,6963.85,5103
PS1812,Star by Star,Science Fiction,9549.12,2028
PS1813,American Tabloid,Crime Fiction,9391.26,2870
PC1814,The Wonderful Adventures of Nils,Speculative fiction,2917.26,6537
TC1815,The Cold Six Thousand,Crime Fiction,1402.74,11787
PC1816,Fifth Business,Speculative fiction,8289.86,6574
MC1817,Black Boy,Autobiography,5592.04,10821
BU1818,The City and the Pillar,Novel,498.42,4258
PC1819,Tai-Pan: A Novel of Hong Kong,Historical fiction,2928.96,4863
TC1820,Horton Hears a Who!,Children's literature,1564.69,4881
PS1821,The World is Round,Hard science fiction,2259.02,4354
TC1822,’Salem's Lot,Gothic fiction,4628.82,4561
PC1823,One Day in the Life of Ivan Denisovich,Fiction,1669.12,7871
PS1824,The Black Dahlia,Crime Fiction,9501.14,2957
PC1825,Invisible Man,Science Fiction,9032.24,4551
PS1826,The Bourne Identity,Thriller,6216.70,2068
PC1827,The Gripping Hand,Science Fiction,8056.11,3677
MC1828,Redwall,Children's literature,5873.74,2383
PS1829,Forever Peace,Science Fiction,6905.68,6057
PS1830,Alaska,History,1255.65,9878
PS1831,The Mill on the Floss,Children's literature,6972.13,2974
BU1832,Lullaby,Satire,8173.14,8661
BU1833,The Knight's Tale,Chivalric romance,5542.13,3651
PS1834,Lucky Jim,Comic novel,7208.81,9995
PC1835,"For Us, The Living: A Comedy of Customs",Science Fiction,1349.21,389
PS1836,A Connecticut Yankee in King Arthur's Court,Science Fiction,7263.97,10577
BU1837,Absolution Gap,Hard science fiction,8540.48,6618
PS1838,Broken Angels,Science Fiction,6853.15,4003
TC1839,"Coronation, or the Last of the Romanovs",Mystery,2777.99,1746
PS1840,Wolves of the Calla,Science Fiction,7879.68,642
PS1841,The Good Earth,Historical fiction,1946.12,11568
PS1842,The Secret Garden,Science Fiction,3012.73,5965
TC1843,"The Sea, the Sea",Fiction,2171.13,1018
TC1844,Trinity,Historical fiction,9600.24,3872
BU1845,The Discovery of Heaven,Fiction,8996.65,10180
MC1846,A Prayer for Owen Meany,Novel,1300.38,10363
